date,price 3519,price 1323,price 212,price 2195,price 261,price 3736,price 1501,price 2027,price 419,price 2076,price 3029,price 2922,price 3511,price 3208,price 2054,price 2874,price 3504,price 519,price 2222,price 3801,price 3248,price 139,price 1884,price 3786,price 3514,price 903,price 1259,price 3760,price 2916,price 1692,price 750,price 3798,price 2509,price 328,price 951,price 202,price 402,price 1790,price 3644,price 2475,price 3510,price 3595,price 1491,price 2424,price 1035,price 373,price 1590,price 1457,price 3498,price 856
1/15/13,0.002083689,-0.001480204,5.65E-05,0.005813438,0.005611498,-0.002987209,0.009328834,0.002076245,-0.005952454,0.003568791,0.002911491,0.005047309,0.003069078,-0.002145087,-0.00335367,0.006499949,-0.002454085,-0.007953589,0.005505094,-0.002287565,-0.002599934,0.001585515,-0.000516244,-0.003430727,-0.002707651,-0.003783587,0.000801724,0.001480079,0.00314668,-0.002411957,-0.000165623,-0.006365084,-0.000705136,-0.003906772,-0.00371957,-0.002518436,0.002300516,-0.002229699,0.001296507,0.008183525,0.003353968,0.001030993,0.006365414,-0.006902941,-0.009233011,-0.00291326,-0.001323107,0.002686413,-0.001628072,-0.0011575
1/16/13,-0.000509264,0.005513352,-0.000517418,-0.001582967,0.005616358,-0.002094301,0.009361406,-0.001237177,-0.00828473,-0.007914543,0.000460345,-0.003220995,-0.002485886,0.004166244,-0.003081699,0.001786624,0.001561739,0.005361798,-0.000999432,-9.92E-05,-0.004014252,0.003713889,0.004249805,-0.002146192,-0.000945932,0.003751038,-0.003384122,-0.000640542,-0.012373204,0.003622366,-0.002007923,0.001764604,0.00146492,0.007402414,-0.001296258,-0.002659791,-0.003311811,0.006588293,0.002497445,-0.003127864,-4.60E-05,0.000974027,0.00587458,0.011924461,-0.00136639,-0.005225377,0.003564235,-0.002901392,-0.00157521,0.00582641
1/17/13,0.003830578,0.008129132,-0.000570485,0.003910339,0.000271255,0.002701114,0.006112781,0.000419514,-0.001251359,0.000636132,-0.000476144,-0.000176017,-0.002556129,-0.00058962,0.010459416,0.003417309,0.003695138,-0.008783831,-0.002668883,-0.003095747,0.004935429,0.006458566,-0.000115923,0.006614274,0.003035245,-0.000989866,-0.005152787,-0.000347205,0.00287303,-0.001204324,-0.000572009,-0.001818596,-0.001391812,0.001149949,0.009278893,-0.002383971,0.002645506,0.003665795,0.00061459,0.002744532,-0.000887856,-0.002543608,-0.001408417,0.000815697,-0.001368209,-0.004706793,0.012356722,0.002560173,-0.010002474,-0.004888883
1/18/13,0.002038975,-0.009454078,0.000754144,-0.002885332,0.00176937,0.006161142,0.000151706,-0.002447086,0.000661655,-0.002158795,-0.006085512,0.003558024,-0.000177003,0.003639835,-0.000107042,-0.011413589,0.013263065,0.001879349,-0.000775105,0.002448402,-0.001777895,-0.004123414,0.000488173,0.005675343,0.000551878,0.009567207,-0.00327511,-0.007662704,0.012525296,-0.00196137,-0.003180594,-0.002521477,-0.000830284,-0.004178653,0.009558148,0.000542441,0.004453589,0.002823261,-0.00141215,0.000734011,-0.006333864,-0.004682123,0.00123832,0.006759861,-0.004757021,0.001626034,0.013544526,-0.000905016,0.002054235,-0.000340886
1/19/13,0.001233252,0.001675422,0.000326847,0.002428229,0.00106882,-0.011843762,-0.000411978,-0.002201245,-0.00031575,-0.002009153,-0.004682318,0.002368282,-0.003568234,0.002842627,-0.003284344,0.009017602,-0.010593794,0.001658449,0.001697251,-0.001082329,-0.000371728,0.000692585,0.003884843,-0.00075227,-0.000582548,0.004200437,0.006300774,0.007553479,0.007587898,0.00221198,0.005368608,-0.001685559,-0.003075667,-0.005149005,0.002737634,0.001548668,0.000905678,0.001401124,-0.004843531,-0.001610716,-0.002368086,-0.009022733,-0.004918039,0.00398343,-0.01106672,0.004095423,0.003397054,0.00298785,-0.000546517,0.000937681
1/20/13,0.00448135,0.008940931,-0.00487518,-0.007217205,-0.004355264,-0.009116585,-0.002009459,-0.00054241,-0.002612952,-0.001767471,0.007561587,-0.002779613,0.002758123,-0.001069039,-0.005402052,-0.000993129,-0.000348519,-0.004873372,-0.007428816,-0.003480768,-0.000803826,0.005954309,-0.00023399,0.003139243,-0.004675772,0.010222499,-0.012527536,0.004256954,-0.010513196,-0.003054858,-0.005538223,-0.002919079,-0.007632362,0.002750652,0.009153117,0.001330658,0.007022473,-0.006775232,0.007574112,-0.000475675,-0.000343324,0.012276129,-0.006232372,-0.002506972,-0.001324183,0.005747283,0.005812814,-0.00659788,-0.001920633,0.001770135
1/21/13,0.007275256,0.001390864,0.001135843,-0.002056009,0.000945665,0.012315043,0.015733402,-0.002643169,-0.006550475,0.003958049,-0.02183017,0.005424229,0.001467639,-0.001916668,0.005875966,0.004434,0.000327987,-0.007963737,0.001352498,-0.009997687,-0.008276891,-0.001484764,-0.001299912,-0.004520142,0.004706508,-0.000374453,0.003067628,-0.007687763,-0.003969088,0.008185124,-0.006261432,0.005768995,-0.011511924,-0.004214156,4.91E-05,0.003518357,-0.000371223,0.004593429,-0.000904962,-0.004915412,-0.007782097,-6.98E-05,-0.012346786,0.003524733,-0.001495546,-0.001648929,-0.001456248,0.000516887,-0.000462279,-0.000605784
1/22/13,0.008365907,0.004245085,0.00746428,0.002180316,-0.005070209,0.006736706,0.00692208,0.007011629,0.008350473,0.013686057,0.002485331,0.00404056,-0.003314649,0.001343528,0.002526939,0.00033674,0.001227432,0.013560819,0.006957267,0.002407432,0.002924332,0.00613657,-0.000871563,-0.001538481,0.020433146,-0.010571079,-0.002838098,0.006071084,0.004170773,-0.003593437,-0.010218791,-0.001603863,0.007152092,0.0021043,-0.003048579,0.002930537,-0.001977755,0.000117644,-0.000828317,0.001928845,0.001247643,-0.010049341,-0.010590182,0.008823134,0.004095947,-0.001043525,-0.007252719,0.000753308,0.002797799,0.002982474
1/23/13,0.006515127,-0.001528843,0.00724143,0.009537935,0.000289533,0.004087629,-0.001026077,0.003723282,0.00253768,0.003612879,0.004119398,-0.002342797,-0.007517782,0.006249652,-0.003644034,0.006345276,-0.000313388,0.005395487,0.006232688,-0.012227727,0.006728543,-0.002906771,0.002989078,0.003102961,0.001542875,0.001261022,0.001631022,0.009043353,-0.007113544,-7.98E-05,-0.00403012,0.006642649,-0.00658595,-0.001346341,-0.012821559,-0.000594249,-0.002561017,-0.00820565,0.001445672,0.000288595,0.002140313,0.005796291,0.008701598,-0.000398391,0.006694715,-1.67E-05,-0.002982955,0.011315615,0.003292598,-0.002162316
1/24/13,0.002121837,0.00140757,-0.003730727,-0.001446881,0.000780827,0.001530125,-0.002513125,0.010194553,-0.0008628,0.007552623,0.006578975,0.000371797,0.005940199,-0.006403857,-0.004615928,-0.005682862,0.002945447,-0.01023846,0.003644217,-0.008458692,-0.000122439,0.003132835,-0.008658598,-0.002276766,0.003975361,0.002186566,0.004581166,0.002815334,-0.00740181,-0.003092987,-0.004128067,-0.007125476,9.07E-05,0.003624758,0.010594478,0.000823474,-0.007681811,-0.008922608,0.003256138,-0.002937807,5.40E-05,-0.002377866,0.006637641,0.006419889,0.003145912,-0.002994894,-0.013725264,-0.019122826,-0.005224632,0.003349121
1/25/13,-0.013008686,-0.000661617,-0.006253507,0.010335882,-0.003649882,0.00400081,-0.011134989,0.000883815,-0.00331372,0.006515616,-0.00526477,0.003239589,-0.008240819,-0.002882353,0.006313925,0.004807731,-0.00065806,-0.003014945,-0.000643499,0.000140234,-0.002566867,-0.000403583,0.003257719,0.008496716,0.003949279,0.005345947,-0.001107035,0.001258614,-0.007381076,0.007249271,-0.005597204,0.003137193,0.004470713,-0.001377708,-0.007411863,-0.009781447,-0.005580783,-0.013738805,-0.000819994,0.002218467,0.001498866,-0.015404858,0.00885509,-0.00370781,-0.002129606,0.00307229,-0.00466551,-0.003201064,0.012415237,-0.005392722
1/26/13,0.011209407,0.004245037,-0.005083117,-0.000904139,0.006044465,0.006076822,-0.008685608,-0.007100113,0.003593545,-0.008757193,0.002654603,-0.004212756,0.006651954,-0.000127232,0.00303368,-0.01222949,0.002414485,-0.01075623,0.001510537,0.006967841,0.01347645,0.010771789,0.002592105,-0.009782059,-0.001880766,-0.005347053,-0.000254653,0.006045232,-0.011716503,-0.010949911,0.008826853,0.002639651,-0.000631363,-0.000698453,0.004776132,0.002807912,-0.008781069,-0.002626137,0.000840405,-0.003597564,-0.002748649,-0.005070841,-0.002343639,-0.015376951,0.008851276,-0.003648504,0.005638946,-0.005623463,-0.008515794,-0.002398543
1/27/13,0.00047172,-0.000932358,0.000126598,0.000302616,-0.010882285,-0.007598158,-0.000846943,0.003983998,0.00276424,0.000232056,0.000298814,0.011283387,0.008982311,0.001638292,-0.00663559,0.011936954,-0.00834569,0.007448007,-0.00307174,-4.44E-05,-0.000292796,0.008005444,0.002421708,0.01199691,-0.000563838,0.000605977,0.003119663,-0.002406354,0.008718407,0.013231401,-0.004600452,0.002034391,-0.002027032,8.59E-05,-0.003391806,4.17E-05,-0.000839037,-0.000956683,0.001192351,0.008469783,-0.003353238,-0.001418379,-0.000729706,0.007715007,0.005866893,0.00452943,0.001825403,-0.003408688,-9.98E-05,-0.005971651
1/28/13,0.003669575,-0.016138255,-0.003907421,-0.007587101,0.006206092,0.009156932,0.007234458,0.005966479,-0.00489824,-0.000879068,-0.002426005,-0.00189015,0.002165735,0.003372975,-0.006652851,0.015881301,0.00234453,0.005257071,0.001548949,-0.001281503,0.005778885,0.005185307,0.008190681,-0.000299586,-0.003824653,-0.003970104,-0.003688168,-0.001225036,0.000350372,0.004490216,0.003374942,0.000604103,-0.001569733,-0.001184829,-0.002709794,-0.002711477,0.004320495,-0.007804388,0.000166371,-0.013391873,0.007845614,0.001199345,-0.003924486,0.000377172,0.001437069,-0.000351781,-0.00351476,0.004071119,-0.004914929,-0.002681734
1/29/13,0.001521322,-0.000559167,-0.004283136,-0.001079768,-0.000523433,-0.003103562,0.001739234,-0.001822622,0.002930462,0.004843861,0.003827002,-0.000763265,0.014398201,-0.00297702,0.001781369,-0.010444396,0.008584812,0.006603847,0.000888602,0.000715141,0.003083136,-0.009661223,0.002198986,0.004526929,0.003329117,-0.008235738,0.007432342,-0.001713742,-0.00295212,0.00466818,0.003658911,0.006046483,0.000396974,0.003078304,0.004566597,-0.007050303,0.011072457,-0.001014206,-0.001688777,0.002140745,-0.001836369,0.025307856,0.000854491,0.005963996,-0.004565506,0.006177347,0.004979986,0.001455448,0.007277421,0.003146827
1/30/13,0.000855351,-0.000601583,0.009285484,-0.005103551,0.003660439,0.000852684,0.00435186,0.003437034,-0.001731761,0.001429616,0.003299184,-0.002830247,-0.00042438,-0.001382966,0.004881322,0.008870502,-0.017832009,0.003400893,0.008716075,-0.005918958,-0.003765168,-0.004357057,0.007546234,0.000144981,0.001840063,0.004711534,0.008032911,-0.003742761,-0.001104645,0.000399718,0.002091553,-0.004255742,-0.000437957,0.003036088,-0.007050024,-0.002807498,0.005326944,0.00067927,0.007163831,0.005237482,0.000348367,0.004053941,9.95E-05,-0.002276726,-0.008300922,0.001046003,-0.002436672,0.005116359,-0.009040089,-0.001075589
1/31/13,0.011575353,-0.003785211,0.003534051,0.013967397,0.004169125,0.01050194,-0.0094457,0.003760316,0.001073387,-0.001395033,0.002167465,-0.001777251,-6.73E-05,-0.006334761,-0.000531001,-0.001479155,0.000877401,-0.002864971,0.001596313,0.002166188,0.002279742,0.007687263,0.000715132,0.001425338,-0.003071766,-0.004111322,-0.001856606,-0.000180833,0.005778224,0.011950698,-0.004969728,0.00100836,0.002048333,0.002870896,0.001846086,-0.004391286,-0.008055154,-0.024098456,0.005603446,0.000827162,0.000113908,0.005422216,0.004992987,-0.006185846,0.002367697,-0.002341632,-0.002548077,-0.007353931,-0.00198119,-0.000161788
2/1/13,-0.001189245,0.000482467,-0.003882584,0.000948742,-0.00215162,-0.006085519,-0.002374505,-0.006198261,0.000440755,-0.003627046,0.000135052,-0.009640072,-0.013411047,-0.001307733,-0.010627594,0.000568144,-0.012685091,-0.005103889,-0.010326805,-0.002499966,0.006291469,0.000584519,-0.007157615,-0.00123322,0.007397294,0.004854255,0.003710006,0.008488383,0.003864573,-0.001079058,0.003982457,-0.000889946,-0.005188218,-0.009764687,0.006362349,0.002162538,0.001686362,-0.014858892,0.007308182,-0.001015457,-0.001210303,-0.000232944,0.005753614,-0.004407572,-0.009724505,0.002274425,0.004394067,0.004002708,-0.025842493,0.008588876
2/2/13,0.003547385,-0.003599995,0.001244626,0.023248781,0.004443318,0.006358603,-0.002891943,0.015436429,3.69E-05,-0.000997936,0.005595923,0.001935949,0.005852993,0.004668918,-0.002177183,0.00762549,0.018804277,0.001302086,-0.002963401,0.00743504,-0.002778123,-0.004072274,0.006198336,-0.003338035,-0.006653186,0.001063966,-0.005246978,0.00279193,0.006123078,-0.007451093,-0.000149096,-0.003693268,0.000402864,-0.00073798,0.001378161,-0.001818759,-0.005392905,-0.0080934,-0.001401312,0.00963054,-0.003824341,0.003370274,-0.004642526,0.011754623,0.000565989,0.001338436,-0.004253302,0.010180696,-0.004011069,0.001188014
2/3/13,-0.010099609,-0.004085675,0.00721592,0.00507398,-0.004586578,0.01761224,-0.007336791,0.002054997,-0.002189764,0.002634874,0.011241963,-4.56E-05,-0.009251504,-0.001026712,-0.004295368,0.031257862,0.010675273,0.000380867,0.001775064,-0.005326783,-0.010275941,0.014070808,-0.019321762,-0.003330423,0.010209077,-0.008820071,-0.002347286,-0.010026696,0.006661373,-0.006319184,0.005482728,-0.000268293,0.004653809,-0.001558138,0.016009894,-0.001673399,0.009311391,-0.007047688,0.000246994,0.001025948,-0.007447593,0.000750066,0.001691871,-0.013971762,0.009222632,0.001078319,9.12E-05,0.00287266,-0.006280151,-0.000542336
2/4/13,0.007247381,0.00437784,0.007232885,0.003127019,0.001395145,0.001659899,0.008546909,-0.00029927,0.012999791,-0.015281506,0.01170249,0.005643267,0.003314831,0.000278358,0.005403533,-0.013274398,-0.000212399,0.001313157,-0.006987733,0.010762032,-0.012271024,-0.00349779,0.001543401,0.008235293,-0.006077698,0.002349984,0.003430925,-0.003932632,0.016915063,-0.008596935,-0.00594904,0.016928004,-0.00903465,0.006526684,0.007603783,0.011014888,-0.005628145,0.012182651,-0.006899631,0.00857775,-0.008307684,-0.008346578,-0.007856507,-0.000784956,0.00175714,0.008149461,-0.011115016,-0.002758319,0.014367198,-0.001236087
2/5/13,0.000878869,-0.003075038,0.007619838,0.010592869,5.96E-05,-0.010087411,-0.014870115,-0.005838698,-0.020347014,0.001330616,-0.004871163,-0.007091524,0.000741685,-0.001982332,0.007123191,-0.008850686,0.009711728,0.003197187,-0.00069362,0.011064445,0.016466254,0.007373456,0.01913251,-0.006948861,-0.010954923,0.000103872,-0.001297525,-0.005910155,0.00700709,0.01126821,0.001081378,0.021217844,0.010434575,0.007072929,-0.001047355,-0.001288088,0.004895446,-0.001341854,-0.000604136,-0.001704449,0.001086268,5.12E-05,0.007457836,0.009561433,-0.003568851,-0.000827575,-0.00299647,0.006466334,0.009139853,8.17E-05
2/6/13,0.008472133,-0.00115808,0.001244497,0.008170486,0.010455022,0.0053559,-0.002933971,0.009115383,0.004758313,0.005755711,0.009398962,0.008064704,0.004669679,-0.002962429,-0.002243792,0.001704545,-0.001537041,-0.006145819,-0.00011336,0.007508467,-0.013675823,0.003980656,-0.014129008,-0.003201183,-0.018374511,0.008119799,0.014655504,-0.008669897,-0.005750462,-0.008387741,-0.003151585,0.013286112,-0.001323332,-0.005261056,0.019238168,-0.002934875,0.008707927,-0.007232927,-0.00210521,-0.002648597,0.005390603,0.006724737,-0.004363605,0.010731251,-0.016287901,0.018002638,-0.00870452,-0.003873636,-0.001368972,0.000135169
2/7/13,-0.009468273,-0.003332029,0.007408939,0.003001645,-0.002761988,-0.000316622,0.000180283,0.00978393,0.013199401,0.01250077,-0.003725631,-0.005461273,0.005765316,0.004103506,-0.00470342,-0.002392961,0.017641239,-0.000885975,0.003600745,-0.009961452,-0.002157455,0.014490505,-0.024650444,0.000918334,0.005290431,-0.015229353,-0.000369207,-0.008952906,-0.009178674,0.009353802,0.001766078,0.002362224,0.014415751,-0.006786978,-0.004239758,0.002035647,0.010958189,-0.004832383,-0.000524549,-0.007856037,-5.95E-05,0.005418404,-0.004352713,-0.000797902,0.00841779,0.001773164,-0.013243642,0.00839395,-0.00362727,0.008949857
2/8/13,0.003727857,-0.007043661,0.024009283,0.002091003,0.003396871,0.007550565,0.00043972,-0.003606054,-0.007992436,-0.013848954,0.003568392,0.009669507,0.00395372,-0.003165129,0.001936776,0.006560888,0.001295424,0.007912481,-0.015267514,0.008755936,0.004010893,-0.011385432,0.01049514,0.003685284,-0.006646561,-0.003684796,-0.001750106,-0.011008443,-0.010287817,-8.79E-05,0.008672618,0.00583003,-0.01920389,0.005844664,0.001026958,0.008540318,-0.009532679,-0.009703408,0.004863269,0.00213149,0.009609873,-0.004934115,0.007248613,0.025142167,0.003766636,-0.001024566,0.011531209,0.004571227,0.005726844,-0.000183699
2/9/13,0.008104071,0.012568925,-0.003254341,-0.001223435,-0.007866364,-0.001486772,-0.00046306,-0.008242096,0.000558901,-0.007978846,0.00612156,0.004266937,-0.004372273,-0.002122426,-0.003102761,-0.007167184,0.001704113,0.007472564,0.006397167,0.002229948,-0.009306927,0.001630383,-0.005606148,-0.011580599,0.004937838,0.002277366,-0.016611757,-0.001629414,0.003355952,-0.013843964,0.00476272,-0.008358911,0.008850203,-0.008096815,-0.017819831,-0.003251318,0.002913762,-0.008415427,-0.00368225,0.006906702,-0.005137729,0.004184948,-0.005742148,0.0008937,-0.000530356,-0.004283437,0.006969184,0.011442599,0.007639045,0.005356333
2/10/13,-0.002473878,0.021579186,-0.009347787,0.006442617,-0.001132531,0.006004054,0.005113231,0.002191334,0.001083921,-0.003594845,0.001959937,0.006134674,-0.00525844,0.000728293,-0.006014854,0.003697829,0.003487849,0.006053168,-0.002797277,-0.001174835,-0.007373631,-0.009778503,0.008058714,0.021210657,-0.002004981,-0.003686844,-0.003506346,-0.003624575,-0.000986729,0.000384909,0.002417678,-0.014768621,0.005239085,0.008782403,0.001083391,0.004208261,-0.009284423,0.000214313,0.015592907,-0.010278507,-0.001925143,0.013939487,-0.000556467,0.002736189,-0.00631938,0.005296607,0.006145738,0.001692082,0.001867791,0.003427544
